"时间","下次更新","排名","分数","播放","传播","喜好","畅销","推荐"
"1690819200000","2023.08.01 00:25","346","16.87","37.19","0.00","0.90","58.59","0.37"
"1690820400000","2023.08.01 00:45","348","16.94","37.30","0.00","0.94","58.59","0.37"
"1690821600000","2023.08.01 01:05","352","17.04","37.40","0.00","0.95","58.71","0.43"
"1690822800000","2023.08.01 01:25","354","17.10","37.46","0.00","1.00","58.75","0.48"
"1690823400000","2023.08.01 01:35","356","17.12","37.49","0.00","1.00","58.75","0.48"
"1.690824e+12","2023.08.01 01:45","356","17.13","37.50","0.00","1.02","58.75","0.48"
"1690825200000","2023.08.01 02:05","356","17.17","37.56","0.00","1.02","58.81","0.48"
"1690826400000","2023.08.01 02:25","356","17.21","37.61","0.00","1.02","58.88","0.48"
"1690827600000","2023.08.01 02:45","359","17.23","37.64","0.00","1.02","58.88","0.48"
"1690828800000","2023.08.01 03:05","359","17.26","37.67","0.00","1.05","58.92","0.48"
"1.69083e+12","2023.08.01 03:25","358","17.31","37.71","0.00","1.05","59.00","0.53"
"1690830600000","2023.08.01 03:35","358","17.32","37.72","0.00","1.05","59.00","0.53"
"1690831200000","2023.08.01 03:45","358","17.32","37.73","0.00","1.05","59.00","0.53"
"1690832400000","2023.08.01 04:05","358","17.34","37.76","0.00","1.05","59.00","0.53"
"1690833600000","2023.08.01 04:25","358","17.35","37.78","0.00","1.05","59.00","0.53"
"1690834200000","2023.08.01 04:35","363","17.35","37.78","0.00","1.05","59.00","0.53"
"1690834800000","2023.08.01 04:45","363","17.36","37.79","0.00","1.05","59.00","0.53"
"1.690836e+12","2023.08.01 05:05","363","17.37","37.82","0.00","1.05","59.00","0.53"
"1690837200000","2023.08.01 05:25","363","17.40","37.83","0.00","1.09","59.05","0.53"
"1690837800000","2023.08.01 05:35","363","17.41","37.83","0.00","1.09","59.10","0.53"
"1690838400000","2023.08.01 05:45","363","17.42","37.84","0.00","1.09","59.10","0.53"
"1690839600000","2023.08.01 06:05","363","17.44","37.86","0.00","1.09","59.20","0.53"
"1690840800000","2023.08.01 06:25","363","17.45","37.87","0.00","1.09","59.20","0.53"
"1690841400000","2023.08.01 06:35","364","17.46","37.88","0.00","1.09","59.20","0.53"
"1.690842e+12","2023.08.01 06:45","364","17.47","37.91","0.00","1.09","59.20","0.53"
"1690843200000","2023.08.01 07:05","365","17.48","37.91","0.00","1.11","59.20","0.53"
"1690844400000","2023.08.01 07:25","365","17.49","37.93","0.00","1.11","59.21","0.53"
"1.690845e+12","2023.08.01 07:35","365","17.50","37.94","0.00","1.11","59.21","0.53"
"1690845600000","2023.08.01 07:45","365","17.50","37.95","0.00","1.11","59.21","0.53"
"1690846800000","2023.08.01 08:05","365","17.53","38.00","0.00","1.11","59.21","0.53"
"1690851600000","2023.08.01 09:25","368","17.73","38.28","0.00","1.21","59.35","0.53"
"1690855200000","2023.08.01 10:25","370","17.91","38.40","0.31","1.22","59.50","0.59"
"1.690857e+12","2023.08.01 10:55","372","18.01","38.47","0.31","1.25","59.65","0.66"
"1690858800000","2023.08.01 11:25","372","18.08","38.52","0.31","1.25","59.80","0.67"
"1690859400000","2023.08.01 11:35","375","18.11","38.54","0.31","1.29","59.89","0.67"
"1.69086e+12","2023.08.01 11:45","375","18.13","38.55","0.31","1.34","59.89","0.67"
"1690861200000","2023.08.01 12:05","377","18.16","38.60","0.31","1.37","59.89","0.67"
"1690862400000","2023.08.01 12:25","377","18.20","38.63","0.31","1.37","59.99","0.67"
"1.690863e+12","2023.08.01 12:35","379","18.23","38.66","0.31","1.39","60.05","0.67"
"1690864200000","2023.08.01 12:55","379","18.25","38.67","0.31","1.39","60.10","0.67"
"1690864800000","2023.08.01 13:05","379","18.29","38.69","0.31","1.39","60.25","0.67"
"1.690866e+12","2023.08.01 13:25","379","18.34","38.74","0.31","1.41","60.33","0.67"
"1690866600000","2023.08.01 13:35","381","18.36","38.75","0.31","1.41","60.36","0.67"
"1690867200000","2023.08.01 13:45","381","18.37","38.77","0.31","1.41","60.36","0.67"
"1690868400000","2023.08.01 14:05","380","18.41","38.81","0.31","1.42","60.45","0.67"
"1690869600000","2023.08.01 14:25","379","18.49","38.85","0.31","1.42","60.72","0.67"
"1690870800000","2023.08.01 14:45","383","18.52","38.89","0.31","1.42","60.77","0.67"
"1.690872e+12","2023.08.01 15:05","385","18.53","38.90","0.31","1.42","60.77","0.67"
"1690873200000","2023.08.01 15:25","385","18.57","38.93","0.31","1.42","60.89","0.67"
"1690873800000","2023.08.01 15:35","387","18.59","38.94","0.31","1.44","60.89","0.67"
"1690874400000","2023.08.01 15:45","390","18.59","38.96","0.31","1.44","60.89","0.67"
"1690875600000","2023.08.01 16:05","387","18.67","39.00","0.31","1.46","61.11","0.67"
"1690876800000","2023.08.01 16:25","389","18.71","39.03","0.31","1.48","61.19","0.67"
"1.690878e+12","2023.08.01 16:45","392","18.74","39.08","0.31","1.53","61.19","0.67"
"1690879200000","2023.08.01 17:05","393","18.78","39.13","0.31","1.54","61.23","0.67"
"1690880400000","2023.08.01 17:25","393","18.83","39.18","0.31","1.56","61.32","0.67"
"1.690881e+12","2023.08.01 17:35","395","18.86","39.21","0.31","1.57","61.32","0.67"
"1690881600000","2023.08.01 17:45","395","18.88","39.25","0.31","1.57","61.32","0.67"
"1690882800000","2023.08.01 18:05","395","18.93","39.30","0.31","1.59","61.42","0.67"
"1.690884e+12","2023.08.01 18:25","397","18.99","39.37","0.31","1.59","61.51","0.67"
"1690885200000","2023.08.01 18:45","397","19.01","39.39","0.31","1.61","61.51","0.67"
"1690885800000","2023.08.01 18:55","397","19.04","39.43","0.31","1.62","61.57","0.67"
"1690886400000","2023.08.01 19:05","397","19.06","39.45","0.31","1.64","61.57","0.67"
"1.690887e+12","2023.08.01 19:15","399","19.09","39.48","0.31","1.64","61.65","0.67"
"1690888200000","2023.08.01 19:35","400","19.11","39.51","0.31","1.64","61.65","0.67"
"1690888800000","2023.08.01 19:45","400","19.12","39.53","0.31","1.64","61.65","0.67"
"1.69089e+12","2023.08.01 20:05","400","19.16","39.58","0.31","1.67","61.65","0.67"
"1690891800000","2023.08.01 20:35","403","19.21","39.63","0.31","1.70","61.74","0.67"
"1690893600000","2023.08.01 21:05","405","19.27","39.68","0.31","1.73","61.85","0.67"
"1690894800000","2023.08.01 21:25","405","19.29","39.70","0.31","1.73","61.88","0.67"
"1.690896e+12","2023.08.01 21:45","409","19.32","39.74","0.31","1.73","61.91","0.67"
"1690897200000","2023.08.01 22:05","409","19.35","39.76","0.31","1.78","61.96","0.67"
"1690898400000","2023.08.01 22:25","410","19.38","39.80","0.31","1.78","62.00","0.67"
"1.690899e+12","2023.08.01 22:35","412","19.40","39.82","0.31","1.78","62.05","0.67"
"1690899600000","2023.08.01 22:45","412","19.43","39.83","0.31","1.79","62.13","0.67"
"1690900800000","2023.08.01 23:05","412","19.45","39.85","0.31","1.80","62.16","0.67"
"1.690902e+12","2023.08.01 23:25","412","19.50","39.89","0.31","1.83","62.19","0.73"
"1690902600000","2023.08.01 23:35","414","19.52","39.90","0.31","1.83","62.23","0.73"
"1690903200000","2023.08.01 23:45","414","19.53","39.91","0.31","1.85","62.27","0.73"
"1690904400000","2023.08.02 00:05","414","19.55","39.92","0.31","1.87","62.32","0.73"
"1690905600000","2023.08.02 00:25","415","19.63","39.94","0.31","1.87","62.59","0.73"
"1690906800000","2023.08.02 00:45","416","19.65","39.98","0.31","1.91","62.59","0.73"
"1.690908e+12","2023.08.02 01:05","416","19.68","40.02","0.31","1.91","62.59","0.73"
"1690909200000","2023.08.02 01:25","417","19.70","40.05","0.31","1.92","62.60","0.73"
"1690909800000","2023.08.02 01:35","419","19.71","40.06","0.31","1.92","62.60","0.73"
"1690910400000","2023.08.02 01:45","419","19.73","40.08","0.31","1.92","62.67","0.73"
"1690911600000","2023.08.02 02:05","419","19.75","40.10","0.31","1.92","62.71","0.73"
"1690912800000","2023.08.02 02:25","419","19.77","40.12","0.31","1.92","62.71","0.75"
"1.690914e+12","2023.08.02 02:45","419","19.79","40.13","0.31","1.92","62.75","0.75"
"1690915200000","2023.08.02 03:05","419","19.81","40.15","0.31","1.92","62.81","0.75"
"1690916400000","2023.08.02 03:25","420","19.84","40.17","0.31","1.95","62.90","0.75"
"1.690917e+12","2023.08.02 03:35","421","19.85","40.17","0.31","1.95","62.91","0.75"
"1690917600000","2023.08.02 03:45","421","19.85","40.17","0.31","1.95","62.91","0.75"
"1690918800000","2023.08.02 04:05","421","19.86","40.19","0.31","1.95","62.91","0.75"
"1.69092e+12","2023.08.02 04:25","421","19.87","40.21","0.31","1.95","62.91","0.75"
"1690920600000","2023.08.02 04:35","421","19.87","40.21","0.31","1.95","62.91","0.75"
"1690921200000","2023.08.02 04:45","421","19.88","40.22","0.31","1.95","62.91","0.75"
"1690922400000","2023.08.02 05:05","421","19.88","40.23","0.31","1.95","62.91","0.75"
"1690923600000","2023.08.02 05:25","421","19.89","40.24","0.31","1.95","62.91","0.75"
"1690924200000","2023.08.02 05:35","421","19.89","40.24","0.31","1.95","62.91","0.75"
"1690924800000","2023.08.02 05:45","421","19.89","40.25","0.31","1.95","62.91","0.75"
"1.690926e+12","2023.08.02 06:05","421","19.90","40.25","0.31","1.95","62.91","0.75"
"1690927200000","2023.08.02 06:25","421","19.90","40.26","0.31","1.95","62.91","0.75"
"1690927800000","2023.08.02 06:35","421","19.90","40.26","0.31","1.95","62.91","0.75"
"1690928400000","2023.08.02 06:45","421","19.91","40.27","0.31","1.95","62.91","0.75"
"1690929600000","2023.08.02 07:05","422","19.92","40.28","0.31","1.95","62.91","0.75"
"1690930800000","2023.08.02 07:25","422","19.93","40.31","0.31","1.95","62.91","0.75"
"1690931400000","2023.08.02 07:35","422","19.94","40.32","0.31","1.95","62.91","0.75"
"1.690932e+12","2023.08.02 07:45","422","19.94","40.32","0.31","1.95","62.91","0.75"
"1690933200000","2023.08.02 08:05","422","19.95","40.34","0.31","1.95","62.91","0.75"
"1690937400000","2023.08.02 09:15","422","20.08","40.48","0.31","1.97","63.08","0.75"
"1.690941e+12","2023.08.02 10:15","423","20.17","40.59","0.31","1.99","63.17","0.75"
"1690942800000","2023.08.02 10:45","425","20.22","40.63","0.31","1.99","63.28","0.75"
"1.690944e+12","2023.08.02 11:05","426","20.24","40.68","0.31","1.99","63.28","0.75"
"1690945200000","2023.08.02 11:25","426","20.28","40.70","0.31","2.00","63.38","0.75"
"1690945800000","2023.08.02 11:35","427","20.30","40.72","0.31","2.00","63.42","0.75"
"1690946400000","2023.08.02 11:45","427","20.32","40.73","0.31","2.02","63.46","0.75"
"1690947600000","2023.08.02 12:05","428","20.37","40.76","0.31","2.06","63.60","0.75"
"1690948800000","2023.08.02 12:25","428","20.44","40.78","0.31","2.06","63.81","0.75"
"1690949400000","2023.08.02 12:35","429","20.45","40.80","0.31","2.06","63.81","0.75"
"1.69095e+12","2023.08.02 12:45","429","20.47","40.81","0.31","2.06","63.88","0.75"
"1690951200000","2023.08.02 13:05","427","20.55","40.85","0.31","2.06","64.13","0.75"
"1690952400000","2023.08.02 13:25","427","20.58","40.90","0.31","2.06","64.13","0.75"
"1.690953e+12","2023.08.02 13:35","428","20.59","40.91","0.31","2.06","64.13","0.75"
"1690953600000","2023.08.02 13:45","430","20.59","40.92","0.31","2.09","64.13","0.75"
"1690954800000","2023.08.02 14:05","430","20.64","40.95","0.31","2.09","64.22","0.75"
"1.690956e+12","2023.08.02 14:25","429","20.67","41.00","0.31","2.10","64.22","0.75"
"1690957200000","2023.08.02 14:45","430","20.70","41.03","0.31","2.12","64.27","0.75"
"1690958400000","2023.08.02 15:05","430","20.76","41.07","0.31","2.13","64.39","0.75"
"1690959600000","2023.08.02 15:25","430","20.79","41.11","0.31","2.14","64.44","0.75"
"1690960200000","2023.08.02 15:35","431","20.82","41.12","0.31","2.14","64.52","0.75"
"1690960800000","2023.08.02 15:45","431","20.83","41.14","0.31","2.14","64.52","0.75"
"1.690962e+12","2023.08.02 16:05","431","20.85","41.17","0.31","2.14","64.52","0.75"
"1690963200000","2023.08.02 16:25","431","20.87","41.20","0.31","2.14","64.56","0.75"
"1690964400000","2023.08.02 16:45","431","20.97","41.23","0.31","2.14","64.91","0.75"
"1690965600000","2023.08.02 17:05","431","21.02","41.27","0.31","2.16","65.02","0.75"
"1690966800000","2023.08.02 17:25","433","21.05","41.29","0.31","2.21","65.05","0.75"
"1690967400000","2023.08.02 17:35","433","21.07","41.31","0.31","2.21","65.05","0.75"
"1.690968e+12","2023.08.02 17:45","433","21.09","41.34","0.31","2.21","65.08","0.75"
"1690969200000","2023.08.02 18:05","433","21.13","41.39","0.31","2.21","65.13","0.75"
"1690970400000","2023.08.02 18:25","435","21.17","41.42","0.31","2.24","65.21","0.75"
"1690971600000","2023.08.02 18:45","437","21.22","41.45","0.31","2.25","65.31","0.75"
"1690971600000","2023.08.02 18:45","437","21.22","41.45","0.31","2.25","65.31","0.75"
"1690972800000","2023.08.02 19:05","437","21.27","41.48","0.31","2.28","65.43","0.75"
"1.690974e+12","2023.08.02 19:25","437","21.33","41.52","0.31","2.28","65.48","0.83"
"1690974600000","2023.08.02 19:35","438","21.38","41.54","0.31","2.28","65.64","0.83"
"1690975200000","2023.08.02 19:45","434","21.44","41.54","0.31","2.28","65.80","0.89"
"1690976400000","2023.08.02 20:05","429","21.55","41.58","0.31","2.29","66.05","0.99"
"1690978200000","2023.08.02 20:35","427","21.68","41.61","0.31","2.31","66.52","0.99"
"1.69098e+12","2023.08.02 21:05","426","21.82","41.66","0.31","2.36","66.91","1.01"
"1690981200000","2023.08.02 21:25","424","21.91","41.69","0.31","2.39","67.14","1.06"
"1690982400000","2023.08.02 21:45","424","22.01","41.70","0.31","2.41","67.45","1.12"
"1690983600000","2023.08.02 22:05","424","22.06","41.72","0.31","2.44","67.59","1.12"
"1690984800000","2023.08.02 22:25","424","22.12","41.75","0.31","2.45","67.77","1.14"
"1690985400000","2023.08.02 22:35","424","22.15","41.76","0.31","2.47","67.83","1.15"
"1.690986e+12","2023.08.02 22:45","424","22.18","41.77","0.31","2.48","67.91","1.15"
"1690987200000","2023.08.02 23:05","424","22.25","41.79","0.31","2.53","68.03","1.21"
"1690988400000","2023.08.02 23:25","423","22.36","41.80","0.62","2.53","68.17","1.21"
"1.690989e+12","2023.08.02 23:35","422","22.40","41.81","0.62","2.59","68.29","1.21"
"1690990200000","2023.08.02 23:55","423","22.43","41.84","0.62","2.59","68.36","1.21"
"1690990800000","2023.08.03 00:05","423","22.47","41.85","0.62","2.61","68.46","1.21"
"1.690992e+12","2023.08.03 00:25","423","22.50","41.86","0.62","2.64","68.51","1.22"
"1690993200000","2023.08.03 00:45","421","22.54","41.89","0.62","2.64","68.61","1.22"
"1690994400000","2023.08.03 01:05","422","22.56","41.92","0.62","2.65","68.61","1.22"
"1690995600000","2023.08.03 01:25","422","22.59","41.95","0.62","2.67","68.65","1.22"
"1690996200000","2023.08.03 01:35","420","22.63","41.96","0.62","2.68","68.80","1.22"
"1690997400000","2023.08.03 01:55","422","22.65","41.97","0.62","2.72","68.80","1.22"
"1.690998e+12","2023.08.03 02:05","422","22.65","41.98","0.62","2.72","68.80","1.22"
"1690999200000","2023.08.03 02:25","423","22.66","41.99","0.62","2.72","68.80","1.22"
"1690999800000","2023.08.03 02:35","423","22.66","42.00","0.62","2.72","68.80","1.22"
"1691000400000","2023.08.03 02:45","423","22.68","42.00","0.62","2.74","68.83","1.22"
"1691001600000","2023.08.03 03:05","423","22.68","42.01","0.62","2.74","68.83","1.22"
"1691002200000","2023.08.03 03:15","423","22.69","42.02","0.62","2.74","68.83","1.22"
"1691003400000","2023.08.03 03:35","423","22.69","42.03","0.62","2.74","68.83","1.22"
"1.691004e+12","2023.08.03 03:45","423","22.70","42.03","0.62","2.74","68.83","1.22"
"1691005200000","2023.08.03 04:05","424","22.70","42.04","0.62","2.75","68.83","1.22"
"1691006400000","2023.08.03 04:25","423","22.73","42.05","0.62","2.75","68.92","1.22"
"1.691007e+12","2023.08.03 04:35","423","22.73","42.05","0.62","2.75","68.92","1.22"
"1691007600000","2023.08.03 04:45","423","22.74","42.06","0.62","2.75","68.92","1.22"
"1691008800000","2023.08.03 05:05","423","22.75","42.06","0.62","2.75","68.97","1.22"
"1.69101e+12","2023.08.03 05:25","423","22.76","42.07","0.62","2.75","68.97","1.22"
"1691010600000","2023.08.03 05:35","423","22.76","42.08","0.62","2.75","68.97","1.22"
"1691011200000","2023.08.03 05:45","423","22.76","42.08","0.62","2.75","68.97","1.22"
"1691012400000","2023.08.03 06:05","423","22.77","42.08","0.62","2.79","68.97","1.22"
"1691013600000","2023.08.03 06:25","423","22.77","42.09","0.62","2.79","68.97","1.22"
"1691014200000","2023.08.03 06:35","424","22.77","42.09","0.62","2.79","68.97","1.22"
"1691014800000","2023.08.03 06:45","424","22.77","42.09","0.62","2.79","68.97","1.22"
"1.691016e+12","2023.08.03 07:05","424","22.78","42.09","0.62","2.81","68.97","1.22"
"1691017200000","2023.08.03 07:25","424","22.81","42.10","0.62","2.81","69.09","1.22"
"1691017800000","2023.08.03 07:35","424","22.82","42.11","0.62","2.81","69.09","1.22"
"1691018400000","2023.08.03 07:45","424","22.82","42.11","0.62","2.81","69.09","1.22"
"1691019600000","2023.08.03 08:05","424","22.84","42.13","0.62","2.81","69.12","1.22"
"1691023800000","2023.08.03 09:15","424","22.91","42.23","0.62","2.82","69.17","1.22"
"1691027400000","2023.08.03 10:15","423","23.01","42.32","0.62","2.83","69.32","1.22"
"1691029200000","2023.08.03 10:45","423","23.15","42.37","0.82","2.87","69.49","1.28"
"1691029800000","2023.08.03 10:55","424","23.18","42.39","0.82","2.87","69.55","1.28"
"1691031600000","2023.08.03 11:25","423","23.26","42.42","0.82","2.88","69.64","1.38"
"1691032200000","2023.08.03 11:35","423","23.26","42.43","0.82","2.88","69.64","1.38"
"1691032800000","2023.08.03 11:45","423","23.28","42.44","0.82","2.88","69.67","1.38"
"1.691034e+12","2023.08.03 12:05","425","23.29","42.46","0.82","2.91","69.67","1.38"
"1691035200000","2023.08.03 12:25","425","23.31","42.48","0.82","2.91","69.67","1.38"
"1691035800000","2023.08.03 12:35","427","23.31","42.49","0.82","2.91","69.67","1.38"
"1691036400000","2023.08.03 12:45","427","23.32","42.50","0.82","2.91","69.69","1.38"
"1691037600000","2023.08.03 13:05","428","23.34","42.51","0.82","2.91","69.72","1.38"
"1691038800000","2023.08.03 13:25","428","23.38","42.54","0.82","2.93","69.79","1.40"
"1691039400000","2023.08.03 13:35","427","23.44","42.55","0.82","2.94","70.01","1.40"
"1.69104e+12","2023.08.03 13:45","428","23.45","42.55","0.82","2.95","70.01","1.40"
"1691041200000","2023.08.03 14:05","427","23.51","42.58","0.82","2.95","70.15","1.45"
"1691042400000","2023.08.03 14:25","427","23.53","42.59","0.82","2.95","70.17","1.45"
"1691043600000","2023.08.03 14:45","427","23.54","42.62","0.82","2.95","70.17","1.45"
"1691044800000","2023.08.03 15:05","428","23.58","42.63","0.82","2.96","70.23","1.47"
"1.691046e+12","2023.08.03 15:25","428","23.60","42.65","0.82","2.96","70.29","1.47"
"1691046600000","2023.08.03 15:35","428","23.62","42.66","0.82","2.96","70.34","1.47"
"1691047200000","2023.08.03 15:45","428","23.63","42.68","0.82","2.96","70.34","1.47"
"1691048400000","2023.08.03 16:05","428","23.65","42.71","0.82","2.96","70.35","1.47"
"1691049600000","2023.08.03 16:25","430","23.67","42.73","0.82","2.98","70.35","1.47"
"1691050200000","2023.08.03 16:35","430","23.68","42.75","0.82","2.98","70.35","1.47"
"1691050800000","2023.08.03 16:45","430","23.71","42.76","0.82","3.00","70.38","1.47"
"1.691052e+12","2023.08.03 17:05","430","23.73","42.79","0.82","3.02","70.42","1.47"
"1691053200000","2023.08.03 17:25","430","23.75","42.81","0.82","3.02","70.44","1.47"
"1691053800000","2023.08.03 17:35","430","23.76","42.82","0.82","3.02","70.44","1.49"
"1691054400000","2023.08.03 17:45","432","23.78","42.83","0.82","3.03","70.47","1.49"
"1691055600000","2023.08.03 18:05","432","23.82","42.86","0.82","3.04","70.55","1.49"
"1691056800000","2023.08.03 18:25","432","23.86","42.89","0.82","3.05","70.66","1.49"
"1691057400000","2023.08.03 18:35","432","23.88","42.90","0.82","3.05","70.68","1.51"
"1.691058e+12","2023.08.03 18:45","432","23.92","42.91","0.82","3.07","70.79","1.51"
"1691059200000","2023.08.03 19:05","430","24.01","42.95","0.82","3.10","70.89","1.61"
"1691060400000","2023.08.03 19:25","431","24.07","42.97","0.82","3.15","70.96","1.68"
"1.691061e+12","2023.08.03 19:35","431","24.12","42.98","0.82","3.15","71.14","1.68"
"1691061600000","2023.08.03 19:45","431","24.14","42.99","0.82","3.18","71.18","1.68"
"1691062800000","2023.08.03 20:05","429","24.23","43.02","0.82","3.22","71.43","1.70"
"1691064600000","2023.08.03 20:35","429","24.32","43.05","0.82","3.24","71.58","1.79"
"1691066400000","2023.08.03 21:05","428","24.39","43.08","0.82","3.25","71.61","1.91"
"1691067600000","2023.08.03 21:25","427","24.43","43.10","0.82","3.31","71.70","1.91"
"1691068800000","2023.08.03 21:45","429","24.52","43.12","0.82","3.32","71.87","1.99"
"1.69107e+12","2023.08.03 22:05","428","24.59","43.14","0.82","3.48","71.94","2.04"
"1691071200000","2023.08.03 22:25","427","24.64","43.15","0.82","3.57","72.02","2.06"
"1691071800000","2023.08.03 22:35","427","24.67","43.16","0.82","3.57","72.12","2.07"
"1691072400000","2023.08.03 22:45","427","24.71","43.18","0.82","3.60","72.18","2.11"
"1691073600000","2023.08.03 23:05","425","24.80","43.20","0.82","3.65","72.37","2.16"
"1691074800000","2023.08.03 23:25","425","24.85","43.22","0.82","3.72","72.48","2.16"
"1691075400000","2023.08.03 23:35","425","24.87","43.22","0.82","3.72","72.50","2.22"
"1.691076e+12","2023.08.03 23:45","425","24.90","43.23","0.82","3.76","72.53","2.23"
"1691077200000","2023.08.04 00:05","426","24.93","43.24","0.82","3.76","72.61","2.23"
"1691078400000","2023.08.04 00:25","425","24.97","43.27","0.82","3.79","72.67","2.23"
"1691079600000","2023.08.04 00:45","425","25.02","43.29","0.82","3.89","72.77","2.23"
"1691080200000","2023.08.04 00:55","423","25.05","43.30","0.82","3.89","72.87","2.23"
"1691080800000","2023.08.04 01:05","423","25.08","43.31","0.82","3.90","72.94","2.23"
"1.691082e+12","2023.08.04 01:25","423","25.11","43.33","0.82","3.90","72.99","2.25"
"1691082600000","2023.08.04 01:35","424","25.12","43.34","0.82","3.92","73.01","2.25"
"1691083200000","2023.08.04 01:45","423","25.14","43.35","0.82","3.95","73.02","2.25"
"1691084400000","2023.08.04 02:05","423","25.16","43.37","0.82","3.99","73.06","2.25"
"1691085600000","2023.08.04 02:25","423","25.18","43.39","0.82","3.99","73.09","2.25"
"1691086800000","2023.08.04 02:45","424","25.21","43.40","0.82","4.02","73.15","2.25"
"1.691088e+12","2023.08.04 03:05","424","25.23","43.41","0.82","4.04","73.16","2.25"
"1691088600000","2023.08.04 03:15","424","25.24","43.43","0.82","4.04","73.16","2.25"
"1691089200000","2023.08.04 03:25","424","25.24","43.44","0.82","4.04","73.16","2.25"
"1691090400000","2023.08.04 03:45","424","25.25","43.44","0.82","4.04","73.16","2.25"
"1691091600000","2023.08.04 04:05","424","25.25","43.45","0.82","4.04","73.17","2.25"
"1691092800000","2023.08.04 04:25","424","25.26","43.45","0.82","4.04","73.17","2.25"
"1691093400000","2023.08.04 04:35","424","25.26","43.46","0.82","4.04","73.17","2.25"
"1.691094e+12","2023.08.04 04:45","424","25.26","43.46","0.82","4.04","73.17","2.25"
"1691095200000","2023.08.04 05:05","424","25.26","43.46","0.82","4.04","73.17","2.25"
"1691096400000","2023.08.04 05:25","424","25.27","43.47","0.82","4.04","73.19","2.25"
"1.691097e+12","2023.08.04 05:35","424","25.27","43.47","0.82","4.04","73.19","2.25"
"1691097600000","2023.08.04 05:45","424","25.27","43.47","0.82","4.04","73.19","2.25"
"1691098800000","2023.08.04 06:05","424","25.29","43.48","0.82","4.04","73.21","2.25"
"1.6911e+12","2023.08.04 06:25","424","25.29","43.49","0.82","4.04","73.21","2.25"
"1691100600000","2023.08.04 06:35","424","25.30","43.49","0.82","4.04","73.23","2.25"
"1691101200000","2023.08.04 06:45","424","25.30","43.49","0.82","4.04","73.24","2.25"
"1691102400000","2023.08.04 07:05","424","25.32","43.50","0.82","4.14","73.24","2.25"
"1691103600000","2023.08.04 07:25","424","25.33","43.51","0.82","4.14","73.24","2.25"
"1691104200000","2023.08.04 07:35","424","25.33","43.51","0.82","4.14","73.24","2.25"
"1691104800000","2023.08.04 07:45","424","25.33","43.51","0.82","4.15","73.24","2.25"
"1.691106e+12","2023.08.04 08:05","426","25.34","43.53","0.82","4.15","73.24","2.25"
"1691110200000","2023.08.04 09:15","426","25.46","43.64","0.82","4.27","73.30","2.29"
"1691113800000","2023.08.04 10:15","426","25.58","43.70","0.82","4.34","73.50","2.36"
"1691115600000","2023.08.04 10:45","427","25.63","43.72","0.82","4.38","73.61","2.36"
"1691116800000","2023.08.04 11:05","427","25.72","43.75","0.82","4.43","73.75","2.43"
"1.691118e+12","2023.08.04 11:25","426","25.75","43.77","0.82","4.44","73.79","2.45"
"1691118600000","2023.08.04 11:35","426","25.77","43.77","0.82","4.50","73.81","2.45"
"1691119200000","2023.08.04 11:45","426","25.79","43.79","0.82","4.50","73.85","2.45"
"1691120400000","2023.08.04 12:05","426","25.82","43.81","0.82","4.50","73.92","2.46"
"1691121600000","2023.08.04 12:25","426","25.84","43.82","0.82","4.54","73.94","2.46"
"1691122200000","2023.08.04 12:35","427","25.86","43.82","0.82","4.54","74.00","2.46"
"1691123400000","2023.08.04 12:55","427","25.89","43.84","0.82","4.54","74.02","2.52"
"1.691124e+12","2023.08.04 13:05","428","25.91","43.85","0.82","4.54","74.05","2.53"
"1691125200000","2023.08.04 13:25","427","25.97","43.86","0.82","4.61","74.12","2.59"
"1691125800000","2023.08.04 13:35","428","25.99","43.87","0.82","4.63","74.15","2.59"
"1691126400000","2023.08.04 13:45","429","26.00","43.88","0.82","4.64","74.19","2.59"
"1691127600000","2023.08.04 14:05","429","26.03","43.90","0.82","4.65","74.22","2.60"
"1691128800000","2023.08.04 14:25","429","26.06","43.92","0.82","4.67","74.28","2.60"
"1.69113e+12","2023.08.04 14:45","429","26.10","43.94","0.82","4.69","74.29","2.66"
"1691131200000","2023.08.04 15:05","429","26.14","43.96","0.82","4.72","74.31","2.71"
"1691132400000","2023.08.04 15:25","430","26.16","43.97","0.82","4.73","74.33","2.71"
"1.691133e+12","2023.08.04 15:35","430","26.20","43.98","0.82","4.73","74.42","2.76"
"1691133600000","2023.08.04 15:45","430","26.22","44.00","0.82","4.78","74.42","2.76"
"1691134800000","2023.08.04 16:05","430","26.26","44.01","0.82","4.86","74.48","2.76"
"1.691136e+12","2023.08.04 16:25","431","26.28","44.03","0.82","4.89","74.48","2.76"
"1691136600000","2023.08.04 16:35","432","26.29","44.04","0.82","4.90","74.49","2.76"
"1691137200000","2023.08.04 16:45","431","26.33","44.06","0.82","4.98","74.49","2.82"
"1691138400000","2023.08.04 17:05","431","26.36","44.07","0.82","4.98","74.56","2.82"
"1691139600000","2023.08.04 17:25","431","26.39","44.10","0.82","5.04","74.58","2.82"
"1691140200000","2023.08.04 17:35","432","26.41","44.11","0.82","5.07","74.60","2.82"
"1691140800000","2023.08.04 17:45","432","26.42","44.12","0.82","5.08","74.61","2.82"
"1.691142e+12","2023.08.04 18:05","432","26.47","44.14","0.82","5.08","74.64","2.90"
"1691143200000","2023.08.04 18:25","432","26.52","44.17","0.82","5.08","74.70","2.94"
